"Named_Snaps","Wanwan Aijou Monogatari (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Snaps/Wanwan Aijou Monogatari (Japan).png"
"Named_Titles","Anime Land (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Anime Land (Japan).png"
"Named_Titles","Dream Change - Kogane-chan no Fashion Party (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Dream Change - Kogane-chan no Fashion Party (Japan).png"
"Named_Titles","HARIHARI Seal Paradise (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/HARIHARI Seal Paradise (Japan).png"
"Named_Titles","Little Romance (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Little Romance (Japan).png"
"Named_Titles","Loopy Town no Oheya ga Hoshii! (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Loopy Town no Oheya ga Hoshii! (Japan).png"
"Named_Titles","Lupiton no Wonder Palette (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Lupiton no Wonder Palette (Japan).png"
"Named_Titles","Magical Shop (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Magical Shop (Japan).png"
"Named_Titles","Nigaoe Artist (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Nigaoe Artist (Japan).png"
"Named_Titles","Pasocom Collection (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Pasocom Collection (Japan).png"
"Named_Titles","Wanwan Aijou Monogatari (Japan)","https://raw.githubusercontent.com/libretro-thumbnails/Casio_-_Loopy/refs/heads/master/Named_Titles/Wanwan Aijou Monogatari (Japan).png"
